FIELD	QMC	ST	DATE	TIME	var_field
52653832	9	80	02.06.2025	09:03:24	52653,832
52656506	10	80	02.06.2025	09:03:27	52656,506
52657478	9	80	02.06.2025	09:03:30	52657,478
52656786	9	80	02.06.2025	09:03:33	52656,786
52656881	9	80	02.06.2025	09:03:36	52656,881
52657754	9	80	02.06.2025	09:03:39	52657,754
52658626	10	80	02.06.2025	09:03:42	52658,626
52658357	10	80	02.06.2025	09:03:45	52658,357
52658088	9	80	02.06.2025	09:03:48	52658,088
52659731	10	80	02.06.2025	09:03:51	52659,731
52661901	10	80	02.06.2025	09:03:54	52661,901
52662718	9	80	02.06.2025	09:03:57	52662,718
52663536	9	80	02.06.2025	09:04:00	52663,536
52664210	9	80	02.06.2025	09:04:03	52664,21
52667039	10	80	02.06.2025	09:04:06	52667,039
52668545	9	80	02.06.2025	09:04:09	52668,545
52670344	9	80	02.06.2025	09:04:12	52670,344
52670879	10	80	02.06.2025	09:04:15	52670,879
52678230	10	80	02.06.2025	09:04:18	52678,23
52668636	9	80	02.06.2025	09:04:21	52668,636
52666215	9	80	02.06.2025	09:04:24	52666,215
52668252	9	80	02.06.2025	09:04:27	52668,252
52668497	9	80	02.06.2025	09:04:30	52668,497
52667146	9	80	02.06.2025	09:04:33	52667,146
52665412	10	80	02.06.2025	09:04:36	52665,412
52660508	9	80	02.06.2025	09:04:39	52660,508
52659764	9	80	02.06.2025	09:04:42	52659,764
52660598	9	80	02.06.2025	09:04:45	52660,598
52661034	11	80	02.06.2025	09:04:48	52661,034
52661648	9	80	02.06.2025	09:04:51	52661,648
52661845	10	80	02.06.2025	09:04:54	52661,845
52662250	9	80	02.06.2025	09:04:57	52662,25
52659394	9	80	02.06.2025	09:05:00	52659,394
52658922	10	80	02.06.2025	09:05:03	52658,922
52657379	9	80	02.06.2025	09:05:06	52657,379
52658181	11	80	02.06.2025	09:05:09	52658,181
52657919	11	80	02.06.2025	09:05:12	52657,919
52658113	9	80	02.06.2025	09:05:15	52658,113
52658631	9	80	02.06.2025	09:05:18	52658,631
52659452	9	80	02.06.2025	09:05:21	52659,452
52658094	9	80	02.06.2025	09:05:24	52658,094
52658256	9	80	02.06.2025	09:05:27	52658,256
52657596	9	80	02.06.2025	09:05:30	52657,596
52656937	9	80	02.06.2025	09:05:33	52656,937
52657683	10	80	02.06.2025	09:05:36	52657,683
52658304	9	80	02.06.2025	09:05:39	52658,304
52658462	9	80	02.06.2025	09:05:42	52658,462
52658241	10	80	02.06.2025	09:05:45	52658,241
52659664	10	80	02.06.2025	09:05:48	52659,664
52660723	9	80	02.06.2025	09:05:51	52660,723
52663088	10	80	02.06.2025	09:05:54	52663,088
52661198	10	80	02.06.2025	09:05:57	52661,198
52658487	9	80	02.06.2025	09:06:00	52658,487
52657933	10	80	02.06.2025	09:06:03	52657,933
52658751	10	80	02.06.2025	09:06:06	52658,751
52657368	10	80	02.06.2025	09:06:09	52657,368
52656578	11	80	02.06.2025	09:06:12	52656,578
52657788	10	80	02.06.2025	09:06:15	52657,788
52659048	11	80	02.06.2025	09:06:18	52659,048
52661443	11	80	02.06.2025	09:06:21	52661,443
52662409	11	80	02.06.2025	09:06:24	52662,409
52664456	11	80	02.06.2025	09:06:27	52664,456
52664534	10	80	02.06.2025	09:06:30	52664,534
52663310	11	80	02.06.2025	09:06:33	52663,31
52663567	11	80	02.06.2025	09:06:36	52663,567
52662845	10	80	02.06.2025	09:06:39	52662,845
52661626	11	80	02.06.2025	09:06:42	52661,626
52661198	11	80	02.06.2025	09:06:45	52661,198
52661254	11	80	02.06.2025	09:06:48	52661,254
52662798	11	80	02.06.2025	09:06:51	52662,798
52661354	11	80	02.06.2025	09:06:54	52661,354
52660426	11	80	02.06.2025	09:06:57	52660,426
52659923	10	80	02.06.2025	09:07:00	52659,923
52659424	10	80	02.06.2025	09:07:03	52659,424
52658625	10	80	02.06.2025	09:07:06	52658,625
52657206	11	80	02.06.2025	09:07:09	52657,206
52655358	10	80	02.06.2025	09:07:12	52655,358
52654994	11	80	02.06.2025	09:07:15	52654,994
52657208	10	80	02.06.2025	09:07:18	52657,208
52655313	9	80	02.06.2025	09:07:21	52655,313
52657562	9	80	02.06.2025	09:07:24	52657,562
52658678	9	80	02.06.2025	09:07:27	52658,678
52655475	9	80	02.06.2025	09:07:30	52655,475
52655581	9	80	02.06.2025	09:07:33	52655,581
52656093	9	80	02.06.2025	09:07:36	52656,093
52658386	10	80	02.06.2025	09:07:39	52658,386
52658083	9	80	02.06.2025	09:07:42	52658,083
52658007	11	80	02.06.2025	09:07:45	52658,007
52658589	10	80	02.06.2025	09:07:48	52658,589
52657689	11	80	02.06.2025	09:07:51	52657,689
52658230	10	80	02.06.2025	09:07:54	52658,23
52658301	11	80	02.06.2025	09:07:57	52658,301
52658867	10	80	02.06.2025	09:08:00	52658,867
52659416	11	80	02.06.2025	09:08:03	52659,416
52660162	9	80	02.06.2025	09:08:06	52660,162
52660285	9	80	02.06.2025	09:08:09	52660,285
52658956	9	80	02.06.2025	09:08:12	52658,956
52658304	9	80	02.06.2025	09:08:15	52658,304
52657968	9	80	02.06.2025	09:08:18	52657,968
52658908	9	80	02.06.2025	09:08:21	52658,908
52659373	11	80	02.06.2025	09:08:24	52659,373
52659314	11	80	02.06.2025	09:08:27	52659,314
52660145	10	80	02.06.2025	09:08:30	52660,145
52660198	9	80	02.06.2025	09:08:33	52660,198
52659034	11	80	02.06.2025	09:08:36	52659,034
52657502	11	80	02.06.2025	09:08:39	52657,502
52659338	10	80	02.06.2025	09:08:42	52659,338
52660000	9	80	02.06.2025	09:08:45	52660
52659947	10	80	02.06.2025	09:08:48	52659,947
52660365	9	80	02.06.2025	09:08:51	52660,365
52662046	9	80	02.06.2025	09:08:54	52662,046
52659660	9	80	02.06.2025	09:08:57	52659,66
52661094	11	80	02.06.2025	09:09:00	52661,094
52658513	11	80	02.06.2025	09:09:03	52658,513
52656181	11	80	02.06.2025	09:09:06	52656,181
52656320	9	80	02.06.2025	09:09:09	52656,32
52657415	9	80	02.06.2025	09:09:12	52657,415
52654988	9	80	02.06.2025	09:09:15	52654,988
52655492	9	80	02.06.2025	09:09:18	52655,492
52658747	10	80	02.06.2025	09:09:21	52658,747
52659537	10	80	02.06.2025	09:09:24	52659,537
52658742	9	80	02.06.2025	09:09:27	52658,742
52658620	10	80	02.06.2025	09:09:30	52658,62
52657139	10	80	02.06.2025	09:09:33	52657,139
52656564	11	80	02.06.2025	09:09:36	52656,564
52655071	10	80	02.06.2025	09:09:39	52655,071
52655440	9	80	02.06.2025	09:09:42	52655,44
52655472	10	80	02.06.2025	09:09:45	52655,472
52654619	9	80	02.06.2025	09:09:48	52654,619
52654520	10	80	02.06.2025	09:09:51	52654,52
52654053	11	80	02.06.2025	09:09:54	52654,053
52653679	11	80	02.06.2025	09:09:57	52653,679
52652512	10	80	02.06.2025	09:10:00	52652,512
52654548	9	80	02.06.2025	09:10:03	52654,548
52656379	10	80	02.06.2025	09:10:06	52656,379
52654713	9	80	02.06.2025	09:10:09	52654,713
52655385	9	80	02.06.2025	09:10:12	52655,385
52655889	10	80	02.06.2025	09:10:15	52655,889
52656460	10	80	02.06.2025	09:10:18	52656,46
52659459	9	80	02.06.2025	09:10:21	52659,459
52661096	9	80	02.06.2025	09:10:24	52661,096
52663571	9	80	02.06.2025	09:10:27	52663,571
52667558	9	80	02.06.2025	09:10:30	52667,558
52668058	9	80	02.06.2025	09:10:33	52668,058
52669609	11	80	02.06.2025	09:10:36	52669,609
52670769	11	80	02.06.2025	09:10:39	52670,769
52671948	10	80	02.06.2025	09:10:42	52671,948
52670302	9	80	02.06.2025	09:10:45	52670,302
52669895	9	80	02.06.2025	09:10:48	52669,895
52669600	9	80	02.06.2025	09:10:51	52669,6
52671099	10	80	02.06.2025	09:10:54	52671,099
52672363	10	80	02.06.2025	09:10:57	52672,363
52672376	10	80	02.06.2025	09:11:00	52672,376
52673525	10	80	02.06.2025	09:11:03	52673,525
52673912	9	80	02.06.2025	09:11:06	52673,912
52672157	9	80	02.06.2025	09:11:09	52672,157
52670752	9	80	02.06.2025	09:11:12	52670,752
52670173	10	80	02.06.2025	09:11:15	52670,173
52669408	10	80	02.06.2025	09:11:18	52669,408
52667078	10	80	02.06.2025	09:11:21	52667,078
52666632	10	80	02.06.2025	09:11:24	52666,632
52666426	9	80	02.06.2025	09:11:27	52666,426
52663958	10	80	02.06.2025	09:11:30	52663,958
52662698	10	80	02.06.2025	09:11:33	52662,698
52662145	10	80	02.06.2025	09:11:36	52662,145
52662250	9	80	02.06.2025	09:11:39	52662,25
52660206	9	80	02.06.2025	09:11:42	52660,206
52658646	9	80	02.06.2025	09:11:45	52658,646
52658882	9	80	02.06.2025	09:11:48	52658,882
52661044	9	80	02.06.2025	09:11:51	52661,044
52655892	9	80	02.06.2025	09:11:54	52655,892
52655928	10	80	02.06.2025	09:11:57	52655,928
52655851	10	80	02.06.2025	09:12:00	52655,851
52655006	9	80	02.06.2025	09:12:03	52655,006
52652698	9	80	02.06.2025	09:12:06	52652,698
52652791	10	80	02.06.2025	09:12:09	52652,791
52653615	9	80	02.06.2025	09:12:12	52653,615
52653806	9	80	02.06.2025	09:12:15	52653,806
52654081	11	80	02.06.2025	09:12:18	52654,081
52654681	9	80	02.06.2025	09:12:21	52654,681
52652624	10	80	02.06.2025	09:12:24	52652,624
52652920	10	80	02.06.2025	09:12:27	52652,92
52653045	9	80	02.06.2025	09:12:30	52653,045
52649879	9	80	02.06.2025	09:12:33	52649,879
52650492	9	80	02.06.2025	09:12:36	52650,492
52649928	10	80	02.06.2025	09:12:39	52649,928
52651132	9	80	02.06.2025	09:12:42	52651,132
52649760	10	80	02.06.2025	09:12:45	52649,76
52650712	9	80	02.06.2025	09:12:48	52650,712
52651952	9	80	02.06.2025	09:12:51	52651,952
52652713	9	80	02.06.2025	09:12:54	52652,713
52652915	11	80	02.06.2025	09:12:57	52652,915
52652639	10	80	02.06.2025	09:13:00	52652,639
52650629	11	80	02.06.2025	09:13:03	52650,629
52650834	9	80	02.06.2025	09:13:06	52650,834
52652364	10	80	02.06.2025	09:13:09	52652,364
52653464	10	80	02.06.2025	09:13:12	52653,464
52655882	9	80	02.06.2025	09:13:15	52655,882
52656452	9	80	02.06.2025	09:13:18	52656,452
52655665	9	80	02.06.2025	09:13:21	52655,665
52657765	9	80	02.06.2025	09:13:24	52657,765
52659918	11	80	02.06.2025	09:13:27	52659,918
52660796	10	80	02.06.2025	09:13:30	52660,796
52660638	11	80	02.06.2025	09:13:33	52660,638
52661567	11	80	02.06.2025	09:13:36	52661,567
52663547	10	80	02.06.2025	09:13:39	52663,547
52664197	10	80	02.06.2025	09:13:42	52664,197
52664637	11	80	02.06.2025	09:13:45	52664,637
52664348	10	80	02.06.2025	09:13:48	52664,348
52663122	11	80	02.06.2025	09:13:51	52663,122
52662034	11	80	02.06.2025	09:13:54	52662,034
52661904	10	80	02.06.2025	09:13:57	52661,904
52659760	9	80	02.06.2025	09:14:00	52659,76
52659231	11	80	02.06.2025	09:14:03	52659,231
52657808	9	80	02.06.2025	09:14:06	52657,808
52660397	9	80	02.06.2025	09:14:09	52660,397
52661250	10	80	02.06.2025	09:14:12	52661,25
52662169	9	80	02.06.2025	09:14:15	52662,169
52661696	11	80	02.06.2025	09:14:18	52661,696
52663290	10	80	02.06.2025	09:14:21	52663,29
52663580	11	80	02.06.2025	09:14:24	52663,58
52665452	10	80	02.06.2025	09:14:27	52665,452
52665065	9	80	02.06.2025	09:14:30	52665,065
52668950	9	80	02.06.2025	09:14:33	52668,95
52668742	10	80	02.06.2025	09:14:36	52668,742
52667584	10	80	02.06.2025	09:14:39	52667,584
52666606	10	80	02.06.2025	09:14:42	52666,606
52663807	9	80	02.06.2025	09:14:45	52663,807
52663131	9	80	02.06.2025	09:14:48	52663,131
52664052	9	80	02.06.2025	09:14:51	52664,052
52663496	9	80	02.06.2025	09:14:54	52663,496
52663463	10	80	02.06.2025	09:14:57	52663,463
52659418	10	80	02.06.2025	09:15:00	52659,418
52657325	9	80	02.06.2025	09:15:03	52657,325
52657154	9	80	02.06.2025	09:15:06	52657,154
52660578	9	80	02.06.2025	09:15:09	52660,578
52661729	9	80	02.06.2025	09:15:12	52661,729
52660550	9	80	02.06.2025	09:15:15	52660,55
52661718	9	80	02.06.2025	09:15:18	52661,718
52662259	9	80	02.06.2025	09:15:21	52662,259
52663674	9	80	02.06.2025	09:15:24	52663,674
52663141	9	80	02.06.2025	09:15:27	52663,141
52662616	9	80	02.06.2025	09:15:30	52662,616
52661575	9	80	02.06.2025	09:15:33	52661,575
52660044	9	80	02.06.2025	09:15:36	52660,044
52658907	9	80	02.06.2025	09:15:39	52658,907
52656411	9	80	02.06.2025	09:15:42	52656,411
52655781	9	80	02.06.2025	09:15:45	52655,781
52653987	10	80	02.06.2025	09:15:48	52653,987
52653439	10	80	02.06.2025	09:15:51	52653,439
52655548	9	80	02.06.2025	09:15:54	52655,548
52656122	10	80	02.06.2025	09:15:57	52656,122
52657174	9	80	02.06.2025	09:16:00	52657,174
52657406	9	80	02.06.2025	09:16:03	52657,406
52658711	10	80	02.06.2025	09:16:06	52658,711
52659433	9	80	02.06.2025	09:16:09	52659,433
52660253	9	80	02.06.2025	09:16:12	52660,253
52661995	9	80	02.06.2025	09:16:15	52661,995
52663998	10	80	02.06.2025	09:16:18	52663,998
52663708	9	80	02.06.2025	09:16:21	52663,708
52663438	9	80	02.06.2025	09:16:24	52663,438
52662729	10	80	02.06.2025	09:16:27	52662,729
52662246	10	80	02.06.2025	09:16:30	52662,246
52662442	11	80	02.06.2025	09:16:33	52662,442
52661353	9	80	02.06.2025	09:16:36	52661,353
52660882	10	80	02.06.2025	09:16:39	52660,882
52660206	10	80	02.06.2025	09:16:42	52660,206
52660757	10	80	02.06.2025	09:16:45	52660,757
52660941	9	80	02.06.2025	09:16:48	52660,941
52661292	10	80	02.06.2025	09:16:51	52661,292
52661166	9	80	02.06.2025	09:16:54	52661,166
52662548	9	80	02.06.2025	09:16:57	52662,548
52663000	10	80	02.06.2025	09:17:00	52663
52663577	9	80	02.06.2025	09:17:03	52663,577
52662119	9	80	02.06.2025	09:17:06	52662,119
52661999	9	80	02.06.2025	09:17:09	52661,999
52662843	11	80	02.06.2025	09:17:12	52662,843
52664874	10	80	02.06.2025	09:17:15	52664,874
52664741	10	80	02.06.2025	09:17:18	52664,741
52664039	9	80	02.06.2025	09:17:21	52664,039
52662095	9	80	02.06.2025	09:17:24	52662,095
52662600	10	80	02.06.2025	09:17:27	52662,6
52663067	10	80	02.06.2025	09:17:30	52663,067
52663749	10	80	02.06.2025	09:17:33	52663,749
52662983	9	80	02.06.2025	09:17:36	52662,983
52661622	11	80	02.06.2025	09:17:39	52661,622
52660232	9	80	02.06.2025	09:17:42	52660,232
52659256	9	80	02.06.2025	09:17:45	52659,256
52658245	9	80	02.06.2025	09:17:48	52658,245
52657010	9	80	02.06.2025	09:17:51	52657,01
52656429	9	80	02.06.2025	09:17:54	52656,429
52655107	9	80	02.06.2025	09:17:57	52655,107
52654187	11	80	02.06.2025	09:18:00	52654,187
52653949	10	80	02.06.2025	09:18:03	52653,949
52652944	9	80	02.06.2025	09:18:06	52652,944
52654261	9	80	02.06.2025	09:18:09	52654,261
52657413	10	80	02.06.2025	09:18:12	52657,413
52658663	10	80	02.06.2025	09:18:15	52658,663
52659491	9	80	02.06.2025	09:18:18	52659,491
52659829	11	80	02.06.2025	09:18:21	52659,829
52658662	10	80	02.06.2025	09:18:24	52658,662
52656304	11	80	02.06.2025	09:18:27	52656,304
52651960	9	80	02.06.2025	09:18:30	52651,96
52652077	9	80	02.06.2025	09:18:33	52652,077
52653969	11	80	02.06.2025	09:18:36	52653,969
52657615	10	80	02.06.2025	09:18:39	52657,615
52657778	11	80	02.06.2025	09:18:42	52657,778
52657571	9	80	02.06.2025	09:18:45	52657,571
52657061	11	80	02.06.2025	09:18:48	52657,061
52656714	10	80	02.06.2025	09:18:51	52656,714
52657795	11	80	02.06.2025	09:18:54	52657,795
52657555	9	80	02.06.2025	09:18:57	52657,555
52658358	9	80	02.06.2025	09:19:00	52658,358
52657170	9	80	02.06.2025	09:19:03	52657,17
52654825	9	80	02.06.2025	09:19:06	52654,825
52654430	10	80	02.06.2025	09:19:09	52654,43
52654254	10	80	02.06.2025	09:19:12	52654,254
52654631	10	80	02.06.2025	09:19:15	52654,631
52654978	11	80	02.06.2025	09:19:18	52654,978
52655571	9	80	02.06.2025	09:19:21	52655,571
52653898	11	80	02.06.2025	09:19:24	52653,898
52652279	9	80	02.06.2025	09:19:27	52652,279
52650330	11	80	02.06.2025	09:19:30	52650,33
52647778	10	80	02.06.2025	09:19:33	52647,778
52647722	10	80	02.06.2025	09:19:36	52647,722
52649423	9	80	02.06.2025	09:19:39	52649,423
52651209	10	80	02.06.2025	09:19:42	52651,209
52652296	9	80	02.06.2025	09:19:45	52652,296
52652477	9	80	02.06.2025	09:19:48	52652,477
52653301	9	80	02.06.2025	09:19:51	52653,301
52653855	10	80	02.06.2025	09:19:54	52653,855
52652789	10	80	02.06.2025	09:19:57	52652,789
52653768	9	80	02.06.2025	09:20:00	52653,768
52656002	11	80	02.06.2025	09:20:03	52656,002
52655567	9	80	02.06.2025	09:20:06	52655,567
52653888	10	80	02.06.2025	09:20:09	52653,888
52653611	10	80	02.06.2025	09:20:12	52653,611
52651542	9	80	02.06.2025	09:20:15	52651,542
52653426	10	80	02.06.2025	09:20:18	52653,426
52654411	10	80	02.06.2025	09:20:21	52654,411
52655154	9	80	02.06.2025	09:20:24	52655,154
52655567	11	80	02.06.2025	09:20:27	52655,567
52656040	9	80	02.06.2025	09:20:30	52656,04
52656430	11	80	02.06.2025	09:20:33	52656,43
52657748	9	80	02.06.2025	09:20:36	52657,748
52658312	11	80	02.06.2025	09:20:39	52658,312
52658252	9	80	02.06.2025	09:20:42	52658,252
52657416	11	80	02.06.2025	09:20:45	52657,416
52654920	9	80	02.06.2025	09:20:48	52654,92
52654856	10	80	02.06.2025	09:20:51	52654,856
52655743	10	80	02.06.2025	09:20:54	52655,743
52656260	10	80	02.06.2025	09:20:57	52656,26
52655701	9	80	02.06.2025	09:21:00	52655,701
52657375	9	80	02.06.2025	09:21:03	52657,375
52657721	10	80	02.06.2025	09:21:06	52657,721
52657062	10	80	02.06.2025	09:21:09	52657,062
52656000	9	80	02.06.2025	09:21:12	52656
52657622	10	80	02.06.2025	09:21:15	52657,622
52658718	9	80	02.06.2025	09:21:18	52658,718
52658254	11	80	02.06.2025	09:21:21	52658,254
52658262	11	80	02.06.2025	09:21:24	52658,262
52657519	10	80	02.06.2025	09:21:27	52657,519
52657118	9	80	02.06.2025	09:21:30	52657,118
52658074	9	80	02.06.2025	09:21:33	52658,074
52657930	11	80	02.06.2025	09:21:36	52657,93
52659075	9	80	02.06.2025	09:21:39	52659,075
52660223	9	80	02.06.2025	09:21:42	52660,223
52660903	9	80	02.06.2025	09:21:45	52660,903
52661209	11	80	02.06.2025	09:21:48	52661,209
52660408	9	80	02.06.2025	09:21:51	52660,408
52658038	10	80	02.06.2025	09:21:54	52658,038
52657007	9	80	02.06.2025	09:21:57	52657,007
52656777	9	80	02.06.2025	09:22:00	52656,777
52657387	8	80	02.06.2025	09:22:03	52657,387
52657176	11	80	02.06.2025	09:22:06	52657,176
52655387	10	80	02.06.2025	09:22:09	52655,387
52656093	10	80	02.06.2025	09:22:12	52656,093
52656743	9	80	02.06.2025	09:22:15	52656,743
52658481	11	80	02.06.2025	09:22:18	52658,481
52659975	9	80	02.06.2025	09:22:21	52659,975
52658872	9	80	02.06.2025	09:22:24	52658,872
52659762	9	80	02.06.2025	09:22:27	52659,762
52659257	11	80	02.06.2025	09:22:30	52659,257
52658713	9	80	02.06.2025	09:22:33	52658,713
52658350	11	80	02.06.2025	09:22:36	52658,35
52657984	9	80	02.06.2025	09:22:39	52657,984
52658268	9	80	02.06.2025	09:22:42	52658,268
52658122	10	80	02.06.2025	09:22:45	52658,122
52658005	9	80	02.06.2025	09:22:48	52658,005
52658024	9	80	02.06.2025	09:22:51	52658,024
52657080	9	80	02.06.2025	09:22:54	52657,08
52656594	10	80	02.06.2025	09:22:57	52656,594
52656051	8	80	02.06.2025	09:23:00	52656,051
52656168	10	80	02.06.2025	09:23:03	52656,168
52656907	10	80	02.06.2025	09:23:06	52656,907
52658547	10	80	02.06.2025	09:23:09	52658,547
52659156	9	80	02.06.2025	09:23:12	52659,156
52659622	10	80	02.06.2025	09:23:15	52659,622
52659031	10	80	02.06.2025	09:23:18	52659,031
52660222	9	80	02.06.2025	09:23:21	52660,222
52658846	9	80	02.06.2025	09:23:24	52658,846
52659312	9	80	02.06.2025	09:23:27	52659,312
52659345	9	80	02.06.2025	09:23:30	52659,345
52658875	9	80	02.06.2025	09:23:33	52658,875
52660829	10	80	02.06.2025	09:23:36	52660,829
52660453	9	80	02.06.2025	09:23:39	52660,453
52660381	9	80	02.06.2025	09:23:42	52660,381
52659786	9	80	02.06.2025	09:23:45	52659,786
52658205	9	80	02.06.2025	09:23:48	52658,205
52656279	9	80	02.06.2025	09:23:51	52656,279
52655328	9	80	02.06.2025	09:23:54	52655,328
52655354	10	80	02.06.2025	09:23:57	52655,354
52655403	9	80	02.06.2025	09:24:00	52655,403
52656881	10	80	02.06.2025	09:24:03	52656,881
52657481	9	80	02.06.2025	09:24:06	52657,481
52656115	10	80	02.06.2025	09:24:09	52656,115
52652123	9	80	02.06.2025	09:24:12	52652,123
52650770	9	80	02.06.2025	09:24:15	52650,77
52650669	9	80	02.06.2025	09:24:18	52650,669
52649387	9	80	02.06.2025	09:24:21	52649,387
52648433	9	80	02.06.2025	09:24:24	52648,433
52647964	9	80	02.06.2025	09:24:27	52647,964
52646421	9	80	02.06.2025	09:24:30	52646,421
52646275	9	80	02.06.2025	09:24:33	52646,275
52645949	11	80	02.06.2025	09:24:36	52645,949
52646159	9	80	02.06.2025	09:24:39	52646,159
52644745	9	80	02.06.2025	09:24:42	52644,745
52643815	10	80	02.06.2025	09:24:45	52643,815
52642905	9	80	02.06.2025	09:24:48	52642,905
52643611	9	80	02.06.2025	09:24:51	52643,611
52644393	9	80	02.06.2025	09:24:54	52644,393
52645225	11	80	02.06.2025	09:24:57	52645,225
52645671	9	80	02.06.2025	09:25:00	52645,671
52645639	9	80	02.06.2025	09:25:03	52645,639
52647239	9	80	02.06.2025	09:25:06	52647,239
52649241	9	80	02.06.2025	09:25:09	52649,241
52650406	9	80	02.06.2025	09:25:12	52650,406
52651394	9	80	02.06.2025	09:25:15	52651,394
52653095	10	80	02.06.2025	09:25:18	52653,095
52653799	10	80	02.06.2025	09:25:21	52653,799
52653627	9	80	02.06.2025	09:25:24	52653,627
52652006	11	80	02.06.2025	09:25:27	52652,006
52652808	10	80	02.06.2025	09:25:30	52652,808
52652319	10	80	02.06.2025	09:25:33	52652,319
52652055	10	80	02.06.2025	09:25:36	52652,055
52651826	9	80	02.06.2025	09:25:39	52651,826
52651749	9	80	02.06.2025	09:25:42	52651,749
52650996	10	80	02.06.2025	09:25:45	52650,996
52651403	9	80	02.06.2025	09:25:48	52651,403
52651979	10	80	02.06.2025	09:25:51	52651,979
52652558	9	80	02.06.2025	09:25:54	52652,558
52653604	10	80	02.06.2025	09:25:57	52653,604
52653389	9	80	02.06.2025	09:26:00	52653,389
52653107	10	80	02.06.2025	09:26:03	52653,107
52653679	10	80	02.06.2025	09:26:06	52653,679
52654384	9	80	02.06.2025	09:26:09	52654,384
52654787	9	80	02.06.2025	09:26:12	52654,787
52656108	9	80	02.06.2025	09:26:15	52656,108
52657961	9	80	02.06.2025	09:26:18	52657,961
52658483	8	80	02.06.2025	09:26:21	52658,483
52661048	9	80	02.06.2025	09:26:24	52661,048
52661269	9	80	02.06.2025	09:26:27	52661,269
52661713	10	80	02.06.2025	09:26:30	52661,713
52661358	9	80	02.06.2025	09:26:33	52661,358
52660109	10	80	02.06.2025	09:26:36	52660,109
52661864	9	80	02.06.2025	09:26:39	52661,864
52661486	9	80	02.06.2025	09:26:42	52661,486
52661386	9	80	02.06.2025	09:26:45	52661,386
