Line	pr	pk	X_end	Y_end	TIME	DATE	T_bottoom	T_top
19	19	4,043	364434.6728	6178518.138	09:49:47	02.06.2025	52669177	52659569
19	19	4,13	364434.7182	6178518.061	09:49:47	02.06.2025	52670312	52659843
19	19	4,217	364434.7636	6178517.983	09:49:48	02.06.2025	52670929	52659971
19	19	4,304	364434.809	6178517.905	09:49:48	02.06.2025	52671001	52659947
19	19	4,391	364434.8544	6178517.828	09:49:48	02.06.2025	52670538	52660311
19	19	4,478	364434.9002	6178517.749	09:49:48	02.06.2025	52669678	52654981
19	19	4,565	364434.9456	6178517.671	09:49:48	02.06.2025	52668542	52660589
19	19	4,652	364434.991	6178517.594	09:49:48	02.06.2025	52667893	52660824
19	19	4,739	364435.0364	6178517.516	09:49:48	02.06.2025	52667595	52660925
19	19	4,826	364435.0818	6178517.438	09:49:48	02.06.2025	52667242	52660909
19	19	4,913	364435.1272	6178517.36	09:49:48	02.06.2025	52667149	52661319
19	19	5	364434.1824	6178518.971	09:49:48	02.06.2025	52655125	52661209
19	19	5,087	364434.1839	6178518.969	09:49:49	02.06.2025	52660118	52661314
19	19	5,174	364434.2293	6178518.891	09:49:49	02.06.2025	52665230	52661664
19	19	5,261	364434.2747	6178518.813	09:49:49	02.06.2025	52664610	52661598
19	19	5,348	364434.3201	6178518.736	09:49:49	02.06.2025	52664424	52655583
19	19	5,696	364434.5022	6178518.424	09:49:49	02.06.2025	52664469	52655938
19	19	5,783	364434.5476	6178518.346	09:49:49	02.06.2025	52658065	52662917
19	19	5,87	364434.593	6178518.269	09:49:49	02.06.2025	52663059	52663107
19	19	5,957	364434.6383	6178518.191	09:49:50	02.06.2025	52662097	52662241
19	19	6,043	364433.6325	6178519.906	09:49:50	02.06.2025	52661381	52662291
19	19	6,13	364433.6779	6178519.829	09:49:50	02.06.2025	52661602	52661363
19	19	6,391	364433.8141	6178519.596	09:49:50	02.06.2025	52668790	52663090
19	19	6,478	364433.86	6178519.517	09:49:50	02.06.2025	52670198	52663313
19	19	6,565	364433.9054	6178519.439	09:49:50	02.06.2025	52670635	52663108
19	19	6,652	364433.9508	6178519.362	09:49:50	02.06.2025	52670853	52663422
19	19	6,739	364433.9962	6178519.284	09:49:50	02.06.2025	52671106	52663609
