Line	pr	pk	X_end	Y_end	TIME	DATE	T_bottoom	T_top
0	0	28.248	364406.2822	6178529.069	09:42:42	30.05.2025	52671543	52655150
0	0	28.333	364406.3256	6178528.995	09:42:42	30.05.2025	52671639	52655319
0	0	28.419	364406.3685	6178528.921	09:42:42	30.05.2025	52670359	52655121
0	0	28.504	364406.4119	6178528.847	09:42:42	30.05.2025	52669779	52654967
0	0	28.59	364406.4547	6178528.774	09:42:42	30.05.2025	52656702	52649027
0	0	28.675	364406.4981	6178528.7	09:42:42	30.05.2025	52664446	52654766
0	0	28.761	364406.541	6178528.626	09:42:42	30.05.2025	52657658	52654814
0	0	28.846	364406.5844	6178528.552	09:42:42	30.05.2025	52648828	52654577
0	0	28.932	364406.6272	6178528.479	09:42:42	30.05.2025	52641765	52654599
0	0	29.017	364405.6937	6178530.075	09:42:43	30.05.2025	52640648	52654735
0	0	29.103	364405.7365	6178530.002	09:42:43	30.05.2025	52643317	52654765
0	0	29.188	364405.7799	6178529.928	09:42:43	30.05.2025	52646714	52654910
0	0	29.274	364405.8228	6178529.854	09:42:43	30.05.2025	52651618	52654638
0	0	29.359	364405.8657	6178529.781	09:42:43	30.05.2025	52659222	52655641
0	0	29.444	364405.909	6178529.707	09:42:43	30.05.2025	52670800	52655905
0	0	29.53	364405.9519	6178529.633	09:42:43	30.05.2025	52686526	52656465
0	0	29.615	364405.9953	6178529.559	09:42:43	30.05.2025	52701840	52656865
0	0	29.701	364406.0382	6178529.486	09:42:43	30.05.2025	52713484	52657317
0	0	29.786	364406.0815	6178529.411	09:42:43	30.05.2025	52724210	52658041
0	0	29.872	364406.1244	6178529.338	09:42:44	30.05.2025	52731918	52658592
0	0	29.957	364406.1683	6178529.263	09:42:44	30.05.2025	52738780	52659241
0	0	30.044	364405.1913	6178530.934	09:42:44	30.05.2025	52743505	52659733
0	0	30.132	364405.2352	6178530.859	09:42:44	30.05.2025	52739064	52659870
0	0	30.219	364405.2796	6178530.783	09:42:44	30.05.2025	52729291	52658362
0	0	30.307	364405.324	6178530.707	09:42:44	30.05.2025	52720021	52656598
0	0	30.395	364405.3679	6178530.632	09:42:44	30.05.2025	52712569	52655655
0	0	30.482	364405.4122	6178530.556	09:42:44	30.05.2025	52708176	52655581
0	0	30.57	364405.4566	6178530.48	09:42:44	30.05.2025	52704615	52655058
0	0	30.658	364405.501	6178530.404	09:42:44	30.05.2025	52702487	52654382
0	0	30.746	364405.5449	6178530.329	09:42:45	30.05.2025	52701761	52653637
0	0	30.833	364405.5893	6178530.253	09:42:45	30.05.2025	52701151	52653142
0	0	30.921	364405.6337	6178530.177	09:42:45	30.05.2025	52699105	52652954
0	0	31.009	364404.689	6178531.793	09:42:45	30.05.2025	52695034	52653138
0	0	31.096	364404.7334	6178531.717	09:42:45	30.05.2025	52689722	52653253
0	0	31.184	364404.7778	6178531.641	09:42:45	30.05.2025	52684112	52653312
0	0	31.272	364404.8222	6178531.565	09:42:45	30.05.2025	52678091	52653790
0	0	31.36	364404.866	6178531.49	09:42:45	30.05.2025	52671997	52653908
0	0	31.447	364404.9104	6178531.414	09:42:45	30.05.2025	52670002	52654097
0	0	31.535	364404.9548	6178531.338	09:42:45	30.05.2025	52674148	52654147
0	0	31.623	364404.9992	6178531.262	09:42:46	30.05.2025	52684568	52654194
0	0	31.711	364405.0431	6178531.186	09:42:46	30.05.2025	52702754	52654191
0	0	31.798	364405.0875	6178531.11	09:42:46	30.05.2025	52699789.72	52654179.44
0	0	31.886	364405.1318	6178531.034	09:42:46	30.05.2025	52696825.44	52654167.89
0	0	31.974	364405.1757	6178530.959	09:42:46	30.05.2025	52693861.17	52654156.33
0	0	32.061	364404.1867	6178532.651	09:42:46	30.05.2025	52690896.89	52654144.78
0	0	32.149	364404.2311	6178532.575	09:42:46	30.05.2025	52687932.61	52654133.22
0	0	32.237	364404.2754	6178532.499	09:42:46	30.05.2025	52684968.33	52654121.67
0	0	32.325	364404.3193	6178532.424	09:42:46	30.05.2025	52682004.06	52654110.11
0	0	32.412	364404.3637	6178532.348	09:42:46	30.05.2025	52679039.78	52654098.56
0	0	32.5	364404.4081	6178532.272	09:42:47	30.05.2025	52676075.5	52654087
0	0	32.588	364404.452	6178532.197	09:42:47	30.05.2025	52673111.22	52654075.44
0	0	32.675	364404.4964	6178532.121	09:42:47	30.05.2025	52670146.94	52654063.89
0	0	32.763	364404.5407	6178532.045	09:42:47	30.05.2025	52667182.67	52654052.33
0	0	32.851	364404.5851	6178531.969	09:42:47	30.05.2025	52664218.39	52654040.78
0	0	32.939	364404.629	6178531.894	09:42:47	30.05.2025	52661254.11	52654029.22
0	0	33.026	364403.6843	6178533.51	09:42:47	30.05.2025	52658289.83	52654017.67
0	0	33.114	364403.7287	6178533.434	09:42:47	30.05.2025	52655325.56	52654006.11
0	0	33.202	364403.7726	6178533.359	09:42:47	30.05.2025	52652361.28	52653994.56
0	0	33.289	364403.817	6178533.283	09:42:47	30.05.2025	52649397	52653983
0	0	33.377	364403.8614	6178533.207	09:42:48	30.05.2025	52655171	52654885
0	0	33.465	364403.9058	6178533.131	09:42:48	30.05.2025	52660597	52657418
